"Estuary","SampleEvent","Date","Section","StationName","Station","Temperature","Salinity","DissolvedOxygen","pH","Depth","SampleDepth","Secchi","TurbidityYSI","TurbidityHach"
"AB","COLL",2022-10-05,"C","Halfmoon",6,23.2,29.89,6.67,8.02,2.75,2.75,1,12.88,NA
"AB","COLL",2022-10-05,"C","Lighthouse",7,22.9,30.42,6.86,8.03,2.25,0.3,1.25,5.35,NA
"AB","COLL",2022-10-05,"C","Lighthouse",7,22.8,31.37,6.53,8.01,2.25,2.25,1.25,6.88,NA
"AB","COLL",2022-10-05,"C","Hotel",9,21.6,26,7.43,7.91,2.25,0.3,1.25,2.84,NA
"AB","COLL",2022-10-05,"C","Hotel",9,22.5,30.31,6.61,7.9,2.25,2.25,1.25,3.5,NA
"AB","COLL",2022-10-05,"E","Cat Point",11,22.4,31.09,6.61,8.03,2,0.3,1.25,5.18,NA
"AB","COLL",2022-10-05,"E","Cat Point",11,22.4,31.09,6.55,8.03,2,2,1.25,5.42,NA
"AB","COLL",2022-10-05,"E","Easthole",12,22.5,31.6,6.35,7.98,2.25,0.3,1.5,2.99,NA
"AB","COLL",2022-10-05,"E","Easthole",12,22.6,31.6,6.3,7.98,2.25,2.25,1.5,3,NA
"AB","COLL",2022-10-05,"E","Bulkhead",15,22.4,30.71,6.8,8.03,2.25,0.3,1.25,3.86,NA
"AB","COLL",2022-10-05,"E","Bulkhead",15,22.5,31.26,6.48,8.01,2.25,2.25,1.25,3.59,NA
"AB","COLL",2022-11-01,"W","Paradise Flats",1,21.5,17.28,9.15,8.12,1.5,0.3,1,5.39,NA
"AB","COLL",2022-11-01,"W","Paradise Flats",1,21.5,17.29,9.17,8.14,1.5,1.5,1,9.18,NA
"AB","COLL",2022-11-01,"W","Cabbage Top",2,20.9,21.38,8.9,8.17,1.75,0.3,1.25,1.98,NA
"AB","COLL",2022-11-01,"W","Cabbage Top",2,21.1,21.67,8.86,8.15,1.75,1.75,1.25,2.54,NA
"AB","COLL",2022-11-01,"C","Halfmoon",6,22.2,20.01,8.35,7.96,2.25,0.3,1,3.67,NA
"AB","COLL",2022-11-01,"C","Halfmoon",6,22.3,30.66,6.89,7.9,2.25,2.25,1,8.13,NA
"AB","COLL",2022-11-01,"C","Lighthouse",7,22.4,33.77,7.25,7.9,1.75,0.3,1.25,3.59,NA
"AB","COLL",2022-11-01,"C","Lighthouse",7,22.5,33.77,7.2,7.9,1.75,1.75,1.25,3.62,NA
"AB","COLL",2022-11-01,"C","East Lumps",10,21.9,34.83,7.2,7.92,2.25,0.3,1.25,5.1,NA
"AB","COLL",2022-11-01,"C","East Lumps",10,21.9,34.83,7.06,7.91,2.25,2.25,1.25,10.52,NA
"AB","COLL",2022-11-01,"E","Cat Point",11,22,34.96,6.89,7.89,1.5,0.3,1,7.01,NA
"AB","COLL",2022-11-01,"E","Cat Point",11,22,34.96,6.85,7.92,1.5,1.5,1,7.29,NA
"AB","COLL",2022-11-01,"E","Easthole",12,21.9,33.25,7.14,7.89,1.75,0.3,1.25,3.37,NA
"AB","COLL",2022-11-01,"E","Easthole",12,21.9,33.26,7.11,7.9,1.75,1.75,1.25,3.61,NA
"AB","COLL",2022-12-05,"W","Paradise Flats",1,18,18.3,10.05,8.05,1.25,0.3,1.25,1.52,NA
"AB","COLL",2022-12-05,"W","Cabbage Top",2,18.3,17.98,9.98,8.13,1.75,0.3,1.5,0.65,NA
"AB","COLL",2022-12-05,"W","Cabbage Top",2,18.2,21.23,9.56,8.12,1.75,1.75,1.5,3.18,NA
"AB","COLL",2022-12-05,"C","Halfmoon",6,18.4,20.98,8.42,8,2.25,0.3,1,2.23,NA
"AB","COLL",2022-12-05,"C","Halfmoon",6,18.3,30.46,8.18,8,2.25,2.25,1,3.63,NA
"AB","COLL",2022-12-05,"C","Lighthouse",7,18.7,23.67,8.56,8,1.75,0.3,1.25,1.66,NA
"AB","COLL",2022-12-05,"C","Lighthouse",7,18.4,32.18,8.09,7.98,1.75,1.75,1.25,3.67,NA
"AB","COLL",2022-12-05,"C","East Lumps",10,18.8,27.39,8.51,8.01,2,0.3,1.25,1.58,NA
"AB","COLL",2022-12-05,"C","East Lumps",10,18.4,31.25,7.93,7.96,2,2,1.25,4.65,NA
"AB","COLL",2022-12-05,"E","Cat Point",11,18.6,31.99,7.98,7.93,1.5,0.3,1.25,1.87,NA
"AB","COLL",2022-12-05,"E","Cat Point",11,18.6,31.99,7.98,7.95,1.5,1.5,1.25,2.1,NA
"AB","COLL",2022-12-05,"E","Easthole",12,18.4,21.76,8.55,7.92,1.75,0.3,1.5,1.51,NA
"AB","COLL",2022-12-05,"E","Easthole",12,18.3,30.24,7.75,7.9,1.75,1.75,1.5,1.13,NA
"AB","COLL",2023-01-05,"W","Paradise Flats",1,17.8,14.85,8.9,8.09,1,0.3,0.75,10.35,NA
"AB","COLL",2023-01-05,"W","Cabbage Top",2,18,15.19,8.9,8.08,1.5,0.3,1.25,1.87,NA
"AB","COLL",2023-01-05,"C","Halfmoon",6,15.4,2.93,8.62,7.81,1.75,0.3,1,4.49,NA
"AB","COLL",2023-01-05,"C","Lighthouse",7,16,4.75,8.92,7.7,1.5,0.3,1.25,3.82,NA
"AB","COLL",2023-01-05,"C","East Lumps",10,16.5,14.68,8.81,7.94,1.5,0.3,1.25,5.07,NA
"AB","COLL",2023-01-05,"E","Cat Point",11,16.2,24.35,8.44,7.97,1.25,0.3,1,4.52,NA
"AB","COLL",2023-01-05,"E","Easthole",12,16.3,25.53,8.38,7.86,1.5,0.3,1.5,2.88,NA
"AB","COLL",2023-01-05,"W","Cabbage Top",2,17.1,23.18,9.62,8.13,1.5,1.5,1.25,4.21,NA
"AB","COLL",2023-01-05,"C","Halfmoon",6,17.4,15.78,7.97,7.72,1.75,1.75,1,3.9,NA
"AB","COLL",2023-01-05,"C","Lighthouse",7,16.3,25.38,8.27,7.97,1.5,1.5,1.25,4.27,NA
"AB","COLL",2023-01-05,"C","East Lumps",10,16.2,25.39,8.1,7.91,1.5,1.5,1.25,4.44,NA
"AB","COLL",2023-01-05,"E","Easthole",12,16.3,25.51,8.36,7.9,1.5,1.5,1.5,3.1,NA
"AB","COLL",2023-02-01,"W","Paradise Flats",1,18.8,3.73,10.34,7.67,0.75,0.3,0.75,4.7,NA
"AB","COLL",2023-02-01,"W","Cabbage Top",2,18.8,4.05,10.48,7.86,1.5,0.3,1.25,4.75,NA
"AB","COLL",2023-02-01,"C","Halfmoon",6,15.1,0.13,8.33,7,1.75,0.3,0.5,13.15,NA
"AB","COLL",2023-02-01,"C","Lighthouse",7,15.7,0.31,8.44,6.92,1.5,0.3,0.5,12.29,NA
"AB","COLL",2023-02-01,"C","East Lumps",10,16.6,8.82,8.83,7.41,1.75,0.3,0.75,8.15,NA
"AB","COLL",2023-02-01,"E","Cat Point",11,16.4,10.86,9.03,7.74,1.25,0.3,0.75,6.99,NA
"AB","COLL",2023-02-01,"E","Easthole",12,17,11.08,9.62,7.72,1.5,0.3,1,5.71,NA
"AB","COLL",2023-02-01,"C","Halfmoon",6,15.6,10.43,7.97,7.25,1.75,1.75,0.5,13.48,NA
"AB","COLL",2023-02-01,"C","Lighthouse",7,15.6,15.85,8.53,7.84,1.5,1.5,0.5,9.08,NA
"AB","COLL",2023-02-01,"C","East Lumps",10,16.4,18.68,8.48,7.82,1.75,1.75,0.75,9.13,NA
